edad;clase_trabajo;peso_final;educacion;años_educacion;estado_civil;ocupacion;relacion_familiar;raza;sexo;ganancia_capital;perdida_capital;horas_semana;pais_origen;ingreso
62;autonomo incorporado;137354;maestria;14;casado/a;profesional especializado;esposo;asiatico/isleno pacifico;masculino;0;0;40;corea del sur;<=50k
38;gobierno estatal;104280;doctorado;16;casado/a;profesional;esposo;blanco/a;masculino;0;0;55;estados unidos;>50k
24;privado;283806;universitario incompleto;10;soltero/a;otros servicios;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
27;;173800;maestria;14;soltero/a;;no casado/a;asiatico/isleno pacifico;masculino;0;0;20;taiwan;<=50k
60;privado;123992;universitario incompleto;10;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;45;estados unidos;<=50k
33;privado;123920;universitario incompleto;10;soltero/a;ejecutivo/gerente;sin familia conviviente;negro/a;femenino;0;0;40;estados unidos;<=50k
19;;185619;universitario incompleto;10;soltero/a;;hijo/a propio/a;blanco/a;femenino;0;0;20;estados unidos;<=50k
39;privado;172718;secundaria completa;9;divorciado/a;administrativo;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
31;privado;193231;licenciatura;13;soltero/a;soporte tecnico;sin familia conviviente;blanco/a;masculino;3325;0;60;estados unidos;<=50k
32;privado;158291;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;50;estados unidos;>50k
30;gobierno local;181091;licenciatura;13;casado/a;servicios de proteccion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
68;;103161;secundaria completa;9;viudo/a;;sin familia conviviente;blanco/a;masculino;0;0;32;estados unidos;<=50k
35;privado;199352;escuela profesional;15;casado/a;profesional especializado;esposo;blanco/a;masculino;0;1977;80;estados unidos;>50k
50;autonomo no incorporado;36480;10 grado;6;divorciado;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;45;estados unidos;<=50k
38;privado;38312;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;15024;0;65;estados unidos;>50k
46;;228620;11 grado;7;viudo/a;;no casado/a;negro/a;femenino;0;0;40;estados unidos;<=50k
53;gobierno federal;167410;licenciatura;13;divorciado/a;soporte tecnico;sin familia conviviente;indigena americano/esquimal;masculino;0;0;40;estados unidos;<=50k
41;privado;172828;9 grado;5;Casada;otros servicios;esposo;blanco/a;masculino;0;0;55;territorios de ee.uu.;<=50k
46;privado;234690;secundaria completa;9;casado/a;ventas;esposo;blanco/a;HOMBRE;0;0;40;estados unidos;<=50k
21;;145389;universitario incompleto;10;soltero/a;;sin familia conviviente;blanco/a;femenino;0;0;25;estados unidos;<=50k
64;autonomo no incorporado;352712;tecnico vocacional;11;casado/a;agricultura/pesca;esposo;blanco/a;masculino;0;0;55;estados unidos;<=50k
50;privado;211116;10 grado;6;casado/a;otros servicios;esposo;negro/a;masculino;0;0;40;estados unidos;<=50k
66;gobierno estatal;102640;secundaria completa;9;viudo/a;profesional especializado;no casado/a;negro/a;femenino;0;0;35;estados unidos;<=50k
59;privado;279636;secundaria completa;9;soltero/a;administrativo;sin familia conviviente;blanco/a;masculino;0;0;50;guatemala;<=50k
47;;99127;tecnico vocacional;11;casado/a;;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
41;autonomo incorporado;32016;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masculino;0;0;62;estados unidos;<=50k
57;privado;300104;secundaria completa;9;casada;oficios/reparacion;esposo;blanco/a;masculino;0;0;84;estados unidos;>50k
39;privado;238415;  licenciatura  ;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;50;estados unidos;>50k
56;privado;204816;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masculino;0;0;55;estados unidos;>50k
34;privado;124827;tecnico vocacional;11;soltero/a;transporte/logistica;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
22;privado;192017;secundaria completa;9;soltero/a;administrativo;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
57;privado;390856;5-6 grado;3;casado/a;agricultura/pesca;esposo;blanco/a;masculino;0;0;45;mexico;<=50k
24;gobierno estatal;43475;licenciatura;13;soltero/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
29;privado;464536;licenciatura;13;casado/a;otros servicios;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
45;privado;206947;secundaria completa;9;divorciado/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;50;estados unidos;<=50k
63;privado;124242;secundaria completa;9;casado/a;administrativo;esposo;negro/a;masculino;0;0;40;estados unidos;<=50k
58;privado;97562;secundaria completa;9;casado/a;ventas;esposa;blanco/a;femenino;0;0;38;estados unidos;<=50k
37;gobierno local;265038;escuela profesional;15;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;60;estados unidos;>50k
18;privado;32244;11 grado;7;soltero;limpieza/mantenimiento;hijo/a propio/a;blanco/a;masculino;594;0;30;estados unidos;<=50k
20;privado;146706;universitario incompleto;10;casado/a;ventas;otro familiar;blanco/a;femenino;0;0;30;estados unidos;<=50k
33;privado;157568;secundaria completa;9;casado/a;operador de maquinaria;esposo;blanco/a;M;0;0;40;estados unidos;<=50k
24;privado;199444;licenciatura;13;soltero/a;ejecutivo/gerente;hijo/a propio/a;blanco/a;femenino;0;0;15;estados unidos;<=50k
33;privado;191335;tecnico academico;12;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;1902;50;estados unidos;>50k
20;privado;230891;universitario incompleto;10;soltero/a;ventas;sin familia conviviente;blanco/a;masculino;0;0;45;estados unidos;<=50k
43;gobierno estatal;261929;doctorado;16;Casado;profesional especializado;no casado/a;blanco/a;masculino;25236;0;64;estados unidos;>50k
27;privado;119170;11 grado;7;soltero/a;ejecutivo/gerente;no casado/a;blanco/a;femenino;0;0;45;estados unidos;<=50k
27;privado;298871;licenciatura;13;soltera;otros servicios;sin familia conviviente;asiatico/isleno pacifico;masculino;0;0;40;filipinas;<=50k.
48;privado;135525;tecnico academico;12;divorciado/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
75;privado;314209;tecnico vocacional;11;viudo/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;20;colombia;<=50k
46;gob. estatal;192779;licenciatura;13;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;7688;0;40;estados unidos;>50k
32;privado;102858;tecnico academico;12;casado/a;profesional especializado;esposo;blanco/a;masculino;0;2002;42;estados unidos;<=50k
34;privado;188900;licenciatura;13;casado/a;ejecutivo/gerente;esposa;blanco/a;femenino;0;0;40;estados unidos;<=50k
49;gobierno local;120451;10 grado;6;separado/a;otros servicios;no casado/a;negro/a;femenino;0;0;40;estados unidos;<=50k
21;privado;89991;universitario incompleto;10;soltero/a;administrativo;hijo/a propio/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
17;privado;75333;10 grado;6;soltero/a;ventas;hijo/a propio/a;negro/a;femenino;0;0;24;estados unidos;<=50k
19;privado;188008;universitario incompleto;10;soltero/a;ventas;hijo/a propio/a;negro/a;femenino;0;0;20;estados unidos;<=50k
30;privado;190228;secundaria completa;9;casado/a;limpieza/mantenimiento;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
51;privado;252903;10 grado;6;casado/a;ventas;esposo;blanco/a;masculino;0;1977;40;estados unidos;>50k
37;privado;249720;tecnico vocacional;11;casado/a;ventas;no casado/a;negro/a;femenino;0;0;32;estados unidos;<=50k.
51;gob. local;123325;escuela profesional;15;viudo/a;profesional especializado;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
27;privado;212041;secundaria completa;9;soltero/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;50;estados unidos;<=50k
23;privado;695136;secundaria completa;9;soltero/a;limpieza/mantenimiento;sin familia conviviente;blanco/a;masculino;0;0;30;estados unidos;<=50k
38;gobierno federal;137953;secundaria completa;9;casado/a;ADMINISTRATIVO;esposo;blanco/a;masculino;0;0;45;estados unidos;<=50k
30;privado;155343;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;5013;0;40;estados unidos;<=50k
32;privado;112176;  universitario incompleto  ;10;divorciado/a;ventas;hijo/a propio/a;blanco/a;masculino;0;0;30;estados unidos;<=50k
68;autonomo no incorporado;69249;secundaria completa;9;casado/a;agricultura/pesca;esposo;blanco/a;masculino;0;0;50;estados unidos;>50k
52;privado;311931;5-6 grado;3;casado/a;ventas;esposa;blanco/a;femenino;0;0;15;el salvador;<=50k
40;privado;166662;escuela profesional;15;casado/a;profesional especializado;esposo;blanco/a;masculino;15024;0;45;estados unidos;>50k
29;privado;236938;tecnico academico;12;divorciado/a;oficios/reparacion;no casado/a;blanco/a;femenino;0;0;38;estados unidos;<=50k
38;gobierno local;115634;universitario incompleto;10;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
51;privado;237735;secundaria completa;9;casado/a;limpieza/mantenimiento;esposo;blanco/a;masculino;3103;0;40;estados unidos;>50k
23;privado;268525;secundaria completa;9;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;48;estados unidos;<=50k
20;privado;32426;universitario incompleto;10;soltero/a;ventas;sin familia conviviente;blanco/a;masculino;0;0;25;estados unidos;<=50k
54;privado;203635;  secundaria completa  ;9;casado/a;administrativo;esposo;blanco/a;masculino;7298;0;60;estados unidos;>50k
23;gobierno local;144165;licenciatura;13;soltero/a;profesional especializado;hijo/a propio/a;indigena americano/esquimal;masculino;0;0;30;estados unidos;<=50k
38;privado;85244;licenciatura;13;separado/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
51;privado;108233;tecnico academico;12;separado/a;otros servicios;sin familia conviviente;negro/a;femenino;0;0;40;estados unidos;<=50k
32;privado;45796;12 grado;8;casado/a;limpieza/mantenimiento;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
55;privado;170169;secundaria completa;9;Sep.;administrativo;sin familia conviviente;blanco/a;mujer;0;0;40;estados unidos;<=50k
20;privado;190457;secundaria completa;9;soltero/a;otros servicios;hijo/a propio/a;blanco/a;femenino;0;0;30;estados unidos;<=50k
35;autonomo no incorporado;115618;secundaria completa;9;divorciado/a;ventas;sin familia conviviente;blanco/a;MASCULINO;0;0;50;estados unidos;>50k
24;privado;109053;secundaria completa;9;soltero/a;otros servicios;otro familiar;blanco/a;masculino;0;0;25;estados unidos;<=50k
54;gobierno local;182543;universitario incompleto;10;viudo/a;administrativo;no casado/a;blanco/a;fem;0;0;40;mexico;<=50k
45;privado;217953;  secundaria completa  ;9;casado/a;oficios/reparacion;esposo;otro;masculino;0;0;40;mexico;<=50k
51;;268639;universitario incompleto;10;casado/a;;esposa;blanco/a;femenino;0;2057;60;canada;<=50k
34;;170276;licenciatura;13;casado/a;;esposa;blanco/a;femenino;0;0;10;estados unidos;>50k
52;privado;108914;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
36;autonomo incorporado;108293;licenciatura;13;casado/a;ejecutivo/gerente;esposa;blanco/a;femenino;0;1977;45;estados unidos;>50k
43;privado;178976;secundaria completa;9;soltero/a;administrativo;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
26;privado;239043;11 grado;7;soltero/a;otros servicios;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
49;autonomo no incorporado;215096;9 grado;5;divorciado/a;otros servicios;sin familia conviviente;blanco/a;femenino;0;0;20;estados unidos;<=50k
44;;248876;licenciatura;13;divorciado/a;;sin familia conviviente;blanco/a;masculino;0;0;50;estados unidos;<=50k
50;gobierno local;92486;universitario incompleto;10;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
37;autonomo incorporado;107164;10 grado;6;soltero/a;transporte/logistica;sin familia conviviente;blanco/a;masculino;0;2559;50;estados unidos;>50k
47;;308242;secundaria completa;9;casado/a;;esposo;blanco/a;HOMBRE;0;0;40;estados unidos;<=50k
35;privado;54595;12 grado;8;soltero/a;ventas;sin familia conviviente;negro/a;femenino;0;0;40;estados unidos;<=50k
29;privado;196420;secundaria completa;9;soltero/a;ejecutivo/gerente;sin familia conviviente;blanco/a;femenino;0;0;45;estados unidos;<=50k
32;privado;295282;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;48;estados unidos;<=50k
55;autonomo no incorporado;179715;10 grado;6;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;18;estados unidos;<=50k
49;privado;181363;maestria;14;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;45;estados unidos;>50k
38;privado;212245;universitario incompleto;10;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
28;privado;76714;escuela profesional;15;soltero/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;55;estados unidos;>50k
25;privado;74977;universitario incompleto;10;casado/a;administrativo;esposa;blanco/a;femenino;0;0;40;estados unidos;<=50k
58;Autonomo;204021;secundaria completa;9;viudo/a;ejecutivo/gerente;sin familia conviviente;blanco/a;masculino;0;0;50;estados unidos;<=50k
35;gobierno local;182570;tecnico academico;12;casado/a;servicios de proteccion;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
17;gobierno local;175587;11 grado;7;soltero/a;servicios de proteccion;hijo/a propio/a;blanco/a;masculino;0;0;30;estados unidos;menor 50k
36;gobierno local;251091;universitario incompleto;10;casado/a;servicios de proteccion;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
41;privado;407425;12 grado;8;divorciado/a;operador de maquinaria;sin familia conviviente;negro/a;femenino;0;0;40;estados unidos;<=50k
49;privado;157272;secundaria completa;9;separado/a;ventas;no casado/a;blanco/a;masculino;0;0;50;estados unidos;<=50k
34;privado;424988;secundaria completa;9 años;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;45;estados unidos;<=50k
26;;31290;secundaria completa;9;casado/a;;esposa;blanco/a;femenino;0;0;40;;>50k
28;privado;191027;tecnico academico;12;separado/a;otros servicios;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
45;autonomo no incorporado;210364;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masc;15024;0;80;estados unidos; >50k
33;privado;221324;tecnico vocacional;11;soltero/a;operador de maquinaria;no casado/a;negro/a;femenino;0;0;40;estados unidos;<=50k
45;;71823;universitario incompleto;10;casado/a;;esposo;negro/a;masculino;0;0;20;;<=50k
49;autonomo no incorporado;123598;secundaria completa;9;soltero/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;30;estados unidos;<=50k
41;privado;106900;licenciatura;13;casado/a;soporte tecnico;esposo;blanco/a;masculino;0;1902;42;estados unidos;>50k
20;privado;39615;universitario incompleto;10;soltero/a;oficios/reparacion;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
17;privado;191910;10 grado;6;soltero/a;otros servicios;hijo/a propio/a;blanco/a;masculino;0;0;25;estados unidos;<=50k
65;privado;143554;universitario incompleto;10;separado/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;38;estados unidos;<=50k
38;autonomo no incorporado;201328;7-8 grado;4;casado/a;agricultura/pesca;esposo;blanco/a;masculino;0;0;56;estados unidos;<=50k
-12;privado;107460;secundaria completa;9;separado/a;ejecutivo/gerente;no casado/a;blanco/a;femenino;0;0;37;estados unidos;<=50k
44;privado;164043;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
48;privado;200471;licenciatura;13;casado/a;transporte/logistica;esposo;blanco/a;masculino;0;0;45;estados unidos;>50k
38;privado;65324;  escuela profesional  ;15;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
18;;184101;universitario incompleto;10;soltero/a;;hijo/a propio/a;blanco/a;masculino;0;0;25;estados unidos;<=50k
25;privado;196771;secundaria completa;9;soltero/a;limpieza/mantenimiento;sin familia conviviente;blanco/a;MASCULINO;0;0;65;estados unidos;<=50k
74;gobierno estatal;117017;  universitario incompleto  ;10;separado/a;ventas;sin familia conviviente;blanco/a;masculino;0;0;16;estados unidos;<=50k
31;privado;236861;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;60;estados unidos;<=50k
20;privado;200450;7-8 grado;4;soltero/a;operador de maquinaria;hijo/a propio/a;blanco/a;femenino;0;0;52;estados unidos;<=50k
37;privado;179088;universitario incompleto;10;divorciada;administrativo;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
44;privado;103233;licenciatura;13 años;soltero/a;administrativo;no casado/a;negro/a;femenino;0;0;40;estados unidos;<=50k
44;privado;442035;universitario incompleto;10;divorciado/a;profesional especializado;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
45;privado;243631;doctorado;16;casado/a;profesional especializado;esposo;asiatico/isleno pacifico;masculino;0;0;45;china;>50k
19;privado;70982;tecnico vocacional;11;soltero/a;otros servicios;hijo/a propio/a;asiatico/isleno pacifico;masculino;0;0;16;estados unidos;<=50k
45;privado;112929;7-8 grado;4;divorciado/a;operador de maquinaria;sin familia conviviente;negro/a;femenino;0;0;35;estados unidos;<=50k
41;autonomo no incorporado;38876;tecnico vocacional;11;casado/a;agricultura/pesca;esposo;blanco/a;masculino;0;0;60;estados unidos;<=50k
31;privado;44464;licenciatura;13;soltero/a;ejecutivo/gerente;sin familia conviviente;blanco/a;femenino;0;1564;60;estados unidos;>50k
56;autonomo no incorporado;50791;maestria;14;divorciado/a;ventas;sin familia conviviente;blanco/a;masculino;0;1876;60;estados unidos;<=50k
40;autonomo incorporado;137367;universitario incompleto;10;casado/a;ejecutivo/gerente;esposo;asiatico/isleno pacifico;masculino;0;0;50;china;<=50k
60;privado;25141;universitario incompleto;10;casado/a;transporte/logistica;esposo;blanco/a;masculino;0;0;60;estados unidos;<=50k
29;;339100;11 grado;7;divorciado/a;;sin familia conviviente;blanco/a;femenino;3418;0;48;estados unidos;<=50k
33;privado;554986;universitario incompleto;10;separado/a;Gerente;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
39;privado;314007;  tecnico vocacional  ;11;casado/a;soporte tecnico;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
19;;35507;universitario incompleto;10;soltero/a;;hijo/a propio/a;blanco/a;femenino;0;0;45;estados unidos;<=50k
55;gobierno federal;31728;universitario incompleto;10;casado/a;administrativo;esposa;blanco/a;femenino;0;0;40;estados unidos;>50k
18;privado;335065;7-8 grado;4;soltero/a;ventas;hijo/a propio/a;blanco/a;masculino;0;0;30;mexico;<=50k
19;privado;115248;universitario incompleto;10;soltero/a;administrativo;sin familia conviviente;asiatico/isleno pacifico;masculino;0;0;40;vietnam;<=50k
42;privado;236110;5-6 grado;3;casado/a;oficios/reparacion;sin familia conviviente;blanco/a;masculino;0;0;40;puerto rico;<=50k
45;privado;107682;secundaria completa;9;divorciado/a;administrativo;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
45;privado;140644;secundaria completa;9;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
22;gobierno estatal;24395;universitario incompleto;10;casado/a;administrativo;esposa;blanco/a;femenino;0;0;20;estados unidos;<=50k
33;privado;96635;universitario incompleto;10;soltero/a;ventas;sin familia conviviente;asiatico/isleno pacifico;masculino;0;0;26;corea del sur;<=50k
23;privado;126945;universitario incompleto;10;soltero/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;25;estados unidos;<=50k
23;privado;110677;universitario incompleto;10;soltero/a;otros servicios;hijo/a propio/a;blanco/a;femenino;0;0;15;estados unidos;<=50k
20;privado;205970;universitario incompleto;10;soltero/a;oficios/reparacion;hijo/a propio/a;blanco/a;femenino;0;0;25;estados unidos;<=50k
35;privado;117381;licenciatura;13;soltero/a;ejecutivo/gerente;sin familia conviviente;blanco/a;masculino;8614;0;45;estados unidos;>50k
44;privado;175669;11 grado;7;casado/a;profesional especializado;esposa;blanco/a;femenino;5178;0;36;estados unidos;>50k
38;privado;80303;universitario incompleto;10;casado/a;ventas;esposo;blanco/a;masculino;0;0;60;estados unidos;>50k
39;Privado;210991;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
31;privado;191276;tecnico vocacional;11;divorciado/a;limpieza/mantenimiento;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
41;privado;139907;10 grado;6;soltero/a;limpieza/mantenimiento;no casado/a;blanco/a;masculino;0;0;50;estados unidos;<=50k
22;privado;208946;universitario incompleto;10;soltero/a;ventas;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
39;privado;112731;secundaria completa;9;divorciado/a;otros servicios;sin familia conviviente;otro;femenino;0;0;40;republica dominicana;<=50k
18;privado;266287;12 grado;8;soltero/a;ventas;hijo/a propio/a;blanco/a;femenino;0;0;35;estados unidos;<=50k
33;privado;135312;  licenciatura  ;13;soltero/a;profesional especializado;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;>50k
44;gobierno local;202872;universitario incompleto;10;divorciado/a;profesional especializado;no casado/a;blanco/a;femenino;0;0;25;estados unidos;<=50k
18;privado;156950;secundaria completa;9;soltero/a;administrativo;hijo/a propio/a;blanco/a;masculino;0;0;35;estados unidos;<=50k
50;privado;185407;tecnico vocacional;11;casado/a;soporte tecnico;esposo;blanco/a;masculino;0;0;38;estados unidos;>50k
23;privado;161708;universitario incompleto;10;soltero/a;otros servicios;no casado/a;blanco/a;femenino;0;0;20;estados unidos;<=50k
45;gobierno estatal;198660;universitario incompleto;10;casado/a;profesional especializado;esposo;blanco/a;Masc.;0;0;40;estados unidos;>50k
25;privado;232914;licenciatura;13;casado/a;administrativo;esposa;negro/a;femenino;0;0;38;estados unidos;<=50k
18;privado;400616;universitario incompleto;10;soltero/a;administrativo;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
33;privado;162312;secundaria completa;9;divorciado/a;;sin familia conviviente;asiatico/isleno pacifico;masculino;0;0;45;japon;<=50k
23;;184699;secundaria completa;9 años;soltero/a;;no casado/a;negro/a;femenino;0;0;40;estados unidos;<=50k
51;privado;240988;11 grado;7;casado/a;operador de maquinaria;esposo;asiatico/isleno pacifico;masculino;0;0;40;filipinas;<=50k
48;;167009;universitario incompleto;10;divorciado/a;;sin familia conviviente;blanco/a;femenino;0;0;48;;<=50k
59;privado;183606;11 grado;7;casado/a;operador de maquinaria;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
29;privado;46987;secundaria completa;9;soltero/a;administrativo;sin familia conviviente;blanco/a;femenino;0;0;55;estados unidos;<=50k
39;privado;30673;universitario incompleto;10;divorciado/a;limpieza/mantenimiento;sin familia conviviente;blanco/a;masculino;0;0;50;estados unidos;>50k
40;privado;360884;universitario incompleto;10;Soltera;soporte tecnico;sin familia conviviente;blanco/a;femenino;0;0;50;estados unidos;>50k
55;privado;226875;secundaria completa;9;casado/a;ventas;esposo;blanco/a;masculino;4064;0;40;estados unidos;<=50k
48;privado;182862;universitario incompleto;10;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
62;autonomo no incorporado;122246;  maestria  ;14;divorciado/a;profesional especializado;no casado/a;blanco/a;femenino;0;0;32;estados unidos;<=50k
43;privado;180599;licenciatura;13;separado/a;ejecutivo/gerente;no casado/a;blanco/a;masculino;8614;0;40;estados unidos;>50k
24;privado;117779;licenciatura;13;soltero/a;ejecutivo/gerente;hijo/a propio/a;blanco/a;masculino;0;0;40;estados unidos;<=50k
42;privado;191712;  licenciatura  ;13;divorciado/a;ventas;sin familia conviviente;blanco/a;masculino;0;1590;40;estados unidos;<=50k
27;privado;210498;universitario incompleto;10;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;80;estados unidos;<=50k
64;autonomo no incorporado;339321;licenciatura;13;casado/a;profesional especializado;esposo;blanco/a;masculino;0;0;24;estados unidos;>50k
17;privado;452406;11 grado;7;soltero/a;ventas;hijo/a propio/a;negro/a;femenino;0;0;15;estados unidos;<=50k
34;privado;101709;secundaria completa;9;separado/a;transporte/logistica;sin familia conviviente;asiatico/isleno pacifico;masculino;0;0;40;estados unidos;<=50k
42;privado;213821;secundaria completa;9;casado/a;oficios/reparacion;esposo;blanco/a;masculino;0;1887;40;estados unidos;>50k
55;autonomo no incorporado;141409;10 grado;6;casado/a;ventas;esposo;blanco/a;masculino;7688;0;50;estados unidos;>50k
61;autonomo incorporado;98350;doctorado;16;casado/a;ejecutivo/gerente;esposo;asiatico/isleno pacifico;masculino;0;0;40;taiwan;>50k
39;gobierno local;357962;tecnico academico;12;soltero/a;transporte/logistica;sin familia conviviente;blanco/a;masculino;0;0;48;estados unidos;<=50k
33;privado;55699;secundaria completa;9;Conyuge;transporte/logistica;esposo;blanco/a;masculino;3908;0;40;estados unidos;<=50k
31;autonomo no incorporado;323020;universitario incompleto;10;casado/a;otros servicios;esposa;blanco/a;femenino;0;0;30;estados unidos;<=50k
46;privado;364548;licenciatura;13;divorciado/a;ventas;sin familia conviviente;blanco/a;masculino;8614;0;40;estados unidos;>50k
44;privado;118536;9 grado;5;casado/a;operador de maquinaria;esposo;negro/a;masculino;0;0;40;estados unidos;<=50k
47;gobierno local;285060;maestria;14;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;1977;41;estados unidos;>50k
41;privado;323790;secundaria completa;9;divorciado/a;limpieza/mantenimiento;no casado/a;blanco/a;masculino;0;0;55;estados unidos;<=50k
36;privado;258102;secundaria completa;9;soltero/a;limpieza/mantenimiento;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
26;privado;105516;licenciatura;13;soltero/a;ventas;sin familia conviviente;blanco/a;femenino;0;0;40;estados unidos;<=50k
38;;354591;secundaria completa;9;soltero/a;;no casado/a;negro/a;femenino;114;0;38;estados unidos;<=50k
26;privado;139116;universitario incompleto;10;soltero/a;otros servicios;hijo/a propio/a;negro/a;femenino;0;0;50;estados unidos;<=50k
66;privado;244661;licenciatura;13;casado/a;administrativo;esposo;asiatico/isleno pacifico;masculino;0;0;40;filipinas;<=50k
67;gobierno estatal;160158;universitario incompleto;10;casado/a;agricultura/pesca;esposo;blanco/a;masculino;0;0;8;estados unidos;<=50k
47;autonomo no incorporado;479611;licenciatura;13;divorciado/a;ventas;sin familia conviviente;blanco/a;masculino;0;0;50;estados unidos;<=50k
19;privado;165505;universitario incompleto;10;soltero/a;ventas;hijo/a propio/a;blanco/a;femenino;0;0;20;estados unidos;<=50k
27;;120126;universitario incompleto;10;casado/a;;esposo;blanco/a;masculino;0;0;40;estados unidos;<=50k
25;;178960;11 grado;7;soltero/a;;no casado/a;blanco/a;femenino;0;0;40;estados unidos;<=50k
46;Privado;164749;universitario incompleto;10;casado/a;ejecutivo/gerente;esposo;blanco/a;masculino;0;0;40;estados unidos;>50k
26;privado;136309;licenciatura;13;soltero/a;otros servicios;sin familia conviviente;blanco/a;masculino;0;0;40;estados unidos;<=50k
19;Empresa privada;219867;secundaria completa;9;soltero/a;;otro familiar;blanco/a;femenino;0;0;35;estados unidos;<=50k
32;privado;114746;secundaria completa;9;separado/a;limpieza/mantenimiento;no casado/a;asiatico/isleno pacifico;femenino;0;0;60;corea del sur;<=50k
25;autonomo incorporado;454934;universitario incompleto;10;soltero/a;ventas;hijo/a propio/a;blanco/a;femenino;0;0;35;estados unidos;<=50k
41;privado;433989;tecnico vocacional;11;Conyuge;ventas;esposo;blanco/a;masculino;4386;0;60;estados unidos;>50K.
